eventID,stem,event,details,wikipedia,mnemonic,itemDifficulty,categories,America,Europe,Asia,Africa,China,Discovery,Britain,France,Greek,India,Inventions,MiddleEast,prehistory,Religion,Roman,Royalty,Russia,Science,SouthAmerica,Wars,World,YearNum
296,1990,The Panamanian President surrenders to the United States. South Africa lifts lean on African National Congress. Lithuania declares independence from the Soviet Union. Namibia becomes a free nation. Iraq overruns Kuwait. East and West Germanys unite.,,,,8,,,,,,,,,,,,,,,,,,1.0,,,,,1990
297,1991,"War breaks out in the Gulf when Iraq invades Kuwait, resulting in the defeat of Iraq.",,,,5,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1991
298,1993,START II (Strategic Arms Reduction Treaty) signed between the US and Russia,"Presidents George H. W. Bush and Boris Yeltsin sign START II on 3 January 1993 in Vladimir Hall, Moscow Kremlin",https://en.wikipedia.org/wiki/START_II,,8,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1993
299,1994,South Africa emerged from aparthied regime with Nelson Mandela as its president. GATT treaty signed to create World Trade Organisation (WTO).,,,,6,,,,,1.0,,,,,,,,,,,,,,,,,,1994
300,1995,WTO comes into existence. Nuclear test by France. Balkan peace accord signed.,,,,8,,,,,,,,,,,,,,,,,,,,,,1.0,1995
301,1996,Dolly the sheep becomes the first mammal to be cloned from an adult cell.,"Her birth proved that specialised cells could be used to create an exact copy of the animal they came from. This knowledge changed what scientists thought was possible and opened up a lot of possibilities in biology and medicine, including the development of personalised stem cells known as iPS cells.",https://en.wikipedia.org/wiki/Dolly_(sheep),,6,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1996
302,1996,Taliban capture Kabul and execute former communist President Najibullah.,,,,8,"[Conflicts, ]",,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1996
303,1996,India refuses to sign CTBT.,,,,8,,,,,,,,,,,1.0,,,,,,,,,,,,1996
304,1996,Clinton re-elected US President.,,,,4,,1.0,,,,,,,,,,,,,,,,,,,,,1996
305,1996,Shekh Hasina Wajed new PM of Bangladesh.,,,,10,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1996
306,1996,Kofi Annan new UN Secretary General.,,,,5,,,,,,,,,,,,,,,,,,,,,,1.0,1996
307,1997,Tony Blair back in power in UK. Mohd. Khatami elected president of Iran. Hong Kong goes back to China after 99 year British rule.,,,,5,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1997
308,1998,Indonesian President Suharto resigns. Pakistan test fires `Gauri' missile. US President Clinton faces impeachment.,,,,8,,1.0,,,,,,,,,,,,,,,,,,,,,1998
309,1999,Yugoslavia accepts a peace plan for Kosovo.,,,,8,,,1.0,,,,,,,,,,,,,,,,,,,,1999
